Zeit,Vollständiger Name,Betroffene/r Nutzer/in,Ereigniskontext,Komponente,Ereignisname,Beschreibung,Herkunft,IP-Adresse,Abschlussnote
"23. April 2023, 17:37:00",15R24X,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 15R24X viewed the course with id 23946.,ws,255.80.92.134,3.1
"23. April 2023, 17:58:00",73D0B,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 73D0B updated xxx.,web,161.106.110.223,2.1
"23. April 2023, 19:32:00",2160DU,-,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 2160DU viewed the course with id 23946.,web,217.47.45.224,1.9
"23. April 2023, 20:26:00",2160DU,-,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 2160DU updated xxx.,web,217.47.45.224,2.4
"23. April 2023, 20:52:00",19I42S,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 19I42S viewed the course with id 23946.,web,243.22.106.4,3.3
"23. April 2023, 23:01:00",2160DU,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 2160DU viewed the course with id 23946.,web,217.47.45.224,1.8
"23. April 2023, 23:35:00",372V0,-,Aufgabe: Lösungen,Logdaten,Test Satz erfolgreich,The user with id 372V0 updated xxx.,web,43.62.43.195,2.2
"24. April 2023, 01:52:00",2OAJI,-,Forum: xxx,Logdaten,Test Satz erfolgreich,The user with id 2OAJI created xxx.,web,179.49.49.55,1.1
"24. April 2023, 02:01:00",20GB9S,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 20GB9S created xxx.,web,152.124.142.94,2.1
"24. April 2023, 09:22:00",19I42S,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 19I42S viewed the course with id 23946.,web,243.22.106.4,3.1
"24. April 2023, 10:04:00",1W3IK,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 1W3IK created xxx.,cli,121.222.7.20,3.1
"24. April 2023, 10:14:00",5802T,-,Aufgabe: Lösungen,Logdaten,Test Satz erfolgreich,The user with id 5802T viewed the course with id 23946.,web,16.153.61.76,1.9
"24. April 2023, 10:15:00",297DRA,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 297DRA created xxx.,web,75.104.45.32,3.5
"24. April 2023, 10:48:00",1W3IK,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 1W3IK updated xxx.,cli,121.222.7.20,2.9
"24. April 2023, 11:05:00",19I42S,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 19I42S created xxx.,web,243.22.106.4,3.4
"24. April 2023, 11:41:00",13ESGP,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 13ESGP viewed the course with id 23946.,web,193.223.231.64,3.1
"24. April 2023, 12:19:00",19I42S,-,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 19I42S created xxx.,web,243.22.106.4,2.9
"24. April 2023, 16:47:00",1W3IK,-,Datei: xxx,Datei,Ein weiterer Satz,The user with id 1W3IK created xxx.,web,121.222.7.20,2.9
"24. April 2023, 16:53:00",24SGPA,-,Datei: xxx,Datei,Ein weiterer Satz,The user with id 24SGPA updated xxx.,ws,232.126.250.139,3.4
"24. April 2023, 18:13:00",8IVCK,-,Aufgabe: Lösungen,Logdaten,Test Satz erfolgreich,The user with id 8IVCK viewed the course with id 23946.,web,229.215.239.183,3.1
"24. April 2023, 19:28:00",14WQ3Q,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 14WQ3Q created xxx.,web,2.242.172.221,3.4
"24. April 2023, 19:38:00",13ESGP,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 13ESGP viewed the course with id 23946.,web,193.223.231.64,3.4
"24. April 2023, 20:00:00",9O0I9,-,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 9O0I9 viewed the course with id 23946.,web,118.86.100.221,3.5
"24. April 2023, 20:26:00",260143,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 260143 created xxx.,web,190.29.202.49,3.0
"24. April 2023, 23:27:00",2160DU,-,Aufgabe: Lösungen,Logdaten,Test Satz erfolgreich,The user with id 2160DU created xxx.,web,217.47.45.224,2.4
"25. April 2023, 00:22:00",297DRA,-,Abstimmung: xxx,Logdaten,Das ist ein Beispiel,The user with id 297DRA created xxx.,web,75.104.45.32,3.3
"25. April 2023, 03:22:00",13ESGP,-,Forum: xxx,Logdaten,Das ist ein Beispiel,The user with id 13ESGP created xxx.,web,193.223.231.64,2.9
"25. April 2023, 07:51:00",26O0KW,-,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 26O0KW viewed the course with id 23946.,web,65.136.205.127,3.2
"25. April 2023, 08:05:00",20GB9S,-,Datei: xxx,Datei,Das ist ein Beispiel,The user with id 20GB9S viewed the course with id 23946.,web,152.124.142.94,1.6
"25. April 2023, 08:16:00",8IVCK,-,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 8IVCK updated xxx.,web,229.215.239.183,3.5
"25. April 2023, 10:31:00",19I42S,-,Aufgabe: Lösungen,Logdaten,Das ist ein Beispiel,The user with id 19I42S updated xxx.,web,243.22.106.4,3.0
"25. April 2023, 11:26:00",25NEFW,-,Datei: xxx,Datei,Ein weiterer Satz,The user with id 25NEFW created xxx.,web,22.252.23.174,1.0
"25. April 2023, 11:44:00",2160DU,-,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 2160DU updated xxx.,web,217.47.45.224,2.1
"25. April 2023, 11:52:00",2160DU,-,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 2160DU created xxx.,web,217.47.45.224,1.8
"25. April 2023, 12:42:00",27KA9H,-,Abstimmung: xxx,Logdaten,Das ist ein Beispiel,The user with id 27KA9H created xxx.,web,43.115.46.129,2.3
"25. April 2023, 15:09:00",27KA9H,9O0I9,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 27KA9H created xxx.,web,43.115.46.129,2.3
"25. April 2023, 15:27:00",15R24X,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 15R24X viewed the course with id 23946.,web,156.57.138.4,3.5
"25. April 2023, 15:43:00",49DWY,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 49DWY created xxx.,web,217.217.223.243,2.1
"25. April 2023, 17:11:00",4Z0MB,-,Forum: xxx,Logdaten,Das ist ein Beispiel,The user with id 4Z0MB updated xxx.,web,200.131.31.148,3.3
"25. April 2023, 17:47:00",14LQJV,-,Link/URL: xxx,Link/URL,Test Satz erfolgreich,The user with id 14LQJV created xxx.,web,73.253.31.164,3.3
"25. April 2023, 18:28:00",2160DU,-,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 2160DU updated xxx.,web,217.47.45.224,2.2
"25. April 2023, 18:58:00",2OAJI,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 2OAJI created xxx.,web,179.49.49.55,1.0
"25. April 2023, 19:21:00",73D0B,-,Aufgabe: Lösungen,Logdaten,Das ist ein Beispiel,The user with id 73D0B created xxx.,ws,97.125.86.36,2.0
"25. April 2023, 19:41:00",19I42S,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 19I42S created xxx.,web,243.22.106.4,2.6
"25. April 2023, 20:19:00",11RP4P,24SGPA,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 11RP4P viewed the course with id 23946.,web,60.84.143.218,3.0
"25. April 2023, 20:41:00",14LQJV,-,Link/URL: xxx,Link/URL,Das ist ein Beispiel,The user with id 14LQJV viewed the course with id 23946.,ws,26.18.82.64,2.9
"25. April 2023, 21:07:00",372V0,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 372V0 viewed the course with id 23946.,web,43.62.43.195,1.8
"25. April 2023, 22:55:00",26CC63,-,Datei: xxx,Datei,Ein weiterer Satz,The user with id 26CC63 created xxx.,web,176.170.1.63,1.9
"25. April 2023, 22:57:00",260143,-,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 260143 viewed the course with id 23946.,web,190.29.202.49,3.1
"25. April 2023, 23:18:00",25NEFW,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 25NEFW created xxx.,web,22.252.23.174,1.0
"26. April 2023, 00:55:00",9DYIO,-,Forum: xxx,Logdaten,Test Satz erfolgreich,The user with id 9DYIO viewed the course with id 23946.,web,198.66.12.92,2.9
"26. April 2023, 00:59:00",2OAJI,-,Link/URL: xxx,Link/URL,Test Satz erfolgreich,The user with id 2OAJI created xxx.,web,179.49.49.55,1.2
"26. April 2023, 01:09:00",2OAJI,-,Link/URL: xxx,Link/URL,Das ist ein Beispiel,The user with id 2OAJI viewed the course with id 23946.,web,179.49.49.55,1.3
"26. April 2023, 01:37:00",9DYIO,-,Aufgabe: Lösungen,Logdaten,Das ist ein Beispiel,The user with id 9DYIO viewed the course with id 23946.,web,198.66.12.92,2.8
"26. April 2023, 02:20:00",73D0B,49DWY,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 73D0B created xxx.,web,161.106.110.223,2.0
"26. April 2023, 03:28:00",26O0KW,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 26O0KW updated xxx.,web,65.136.205.127,2.9
"26. April 2023, 03:59:00",13ESGP,-,Forum: xxx,Logdaten,Das ist ein Beispiel,The user with id 13ESGP updated xxx.,web,193.223.231.64,3.4
"26. April 2023, 04:07:00",2OAJI,-,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 2OAJI updated xxx.,web,179.49.49.55,1.2
"26. April 2023, 05:33:00",2OAJI,-,Link/URL: xxx,Link/URL,Das ist ein Beispiel,The user with id 2OAJI created xxx.,web,179.49.49.55,1.2
"26. April 2023, 07:11:00",9O0I9,-,Aufgabe: Lösungen,Logdaten,Test Satz erfolgreich,The user with id 9O0I9 created xxx.,web,118.86.100.221,2.7
"26. April 2023, 08:04:00",8IVCK,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 8IVCK updated xxx.,web,229.215.239.183,2.8
"26. April 2023, 09:28:00",15R24X,-,Datei: xxx,Datei,Das ist ein Beispiel,The user with id 15R24X viewed the course with id 23946.,ws,102.243.90.98,3.3
"26. April 2023, 09:36:00",372V0,-,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 372V0 viewed the course with id 23946.,web,43.62.43.195,1.8
"26. April 2023, 10:57:00",26CC63,-,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 26CC63 created xxx.,web,176.170.1.63,1.8
"26. April 2023, 13:44:00",13ESGP,-,Aufgabe: Lösungen,Logdaten,Das ist ein Beispiel,The user with id 13ESGP updated xxx.,web,193.223.231.64,3.4
"26. April 2023, 14:20:00",19I42S,-,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 19I42S updated xxx.,web,243.22.106.4,3.2
"26. April 2023, 16:20:00",1W3IK,-,Link/URL: xxx,Link/URL,Test Satz erfolgreich,The user with id 1W3IK updated xxx.,web,121.222.7.20,3.3
"26. April 2023, 18:59:00",1W3IK,-,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 1W3IK created xxx.,web,121.222.7.20,3.3
"26. April 2023, 20:44:00",8IVCK,-,Aufgabe: Lösungen,Logdaten,Test Satz erfolgreich,The user with id 8IVCK viewed the course with id 23946.,web,229.215.239.183,2.9
"26. April 2023, 20:55:00",14LQJV,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 14LQJV updated xxx.,web,73.253.31.164,2.9
"26. April 2023, 21:15:00",7MZMO,-,Forum: xxx,Logdaten,Test Satz erfolgreich,The user with id 7MZMO created xxx.,cli,247.247.166.211,3.2
"26. April 2023, 21:50:00",9DYIO,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 9DYIO created xxx.,web,198.66.12.92,2.7
"26. April 2023, 22:15:00",26CC63,-,Datei: xxx,Datei,Das ist ein Beispiel,The user with id 26CC63 updated xxx.,web,176.170.1.63,1.8
"27. April 2023, 00:19:00",27KA9H,-,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 27KA9H updated xxx.,web,43.115.46.129,2.1
"27. April 2023, 05:16:00",73D0B,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 73D0B viewed the course with id 23946.,web,161.106.110.223,1.9
"27. April 2023, 05:17:00",2160DU,-,Abstimmung: xxx,Logdaten,Das ist ein Beispiel,The user with id 2160DU viewed the course with id 23946.,ws,231.229.245.152,2.2
"27. April 2023, 07:24:00",24D0AN,-,Datei: xxx,Datei,Ein weiterer Satz,The user with id 24D0AN updated xxx.,web,24.239.98.53,4.5
"27. April 2023, 07:31:00",26O0KW,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 26O0KW updated xxx.,web,65.136.205.127,3.0
"27. April 2023, 08:46:00",20GB9S,4Z0MB,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 20GB9S updated xxx.,web,152.124.142.94,2.3
"27. April 2023, 11:58:00",9DYIO,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 9DYIO updated xxx.,web,198.66.12.92,2.6
"27. April 2023, 13:32:00",2160DU,-,Forum: xxx,Logdaten,Test Satz erfolgreich,The user with id 2160DU viewed the course with id 23946.,web,217.47.45.224,1.9
"27. April 2023, 14:54:00",5802T,-,Link/URL: xxx,Link/URL,Das ist ein Beispiel,The user with id 5802T viewed the course with id 23946.,cli,16.153.61.76,2.3
"27. April 2023, 16:06:00",2160DU,-,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 2160DU created xxx.,ws,81.211.194.143,2.4
"27. April 2023, 17:09:00",20GB9S,-,Datei: xxx,Datei,Ein weiterer Satz,The user with id 20GB9S viewed the course with id 23946.,web,152.124.142.94,2.0
"27. April 2023, 17:23:00",2160DU,-,Datei: xxx,Datei,Ein weiterer Satz,The user with id 2160DU updated xxx.,web,217.47.45.224,2.4
"27. April 2023, 18:10:00",24SGPA,-,Forum: xxx,Logdaten,Das ist ein Beispiel,The user with id 24SGPA updated xxx.,web,146.253.0.191,2.7
"27. April 2023, 18:17:00",8IVCK,7MZMO,Link/URL: xxx,Link/URL,Test Satz erfolgreich,The user with id 8IVCK updated xxx.,web,229.215.239.183,3.1
"27. April 2023, 19:51:00",19WM89,-,Datei: xxx,Datei,Das ist ein Beispiel,The user with id 19WM89 updated xxx.,web,179.0.54.180,3.1
"27. April 2023, 21:12:00",2160DU,-,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 2160DU updated xxx.,web,217.47.45.224,2.5
"27. April 2023, 23:25:00",27KA9H,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 27KA9H created xxx.,web,43.115.46.129,1.8
"28. April 2023, 00:19:00",18E2O1,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 18E2O1 updated xxx.,web,2.80.53.242,3.9
"28. April 2023, 01:20:00",7MZMO,-,Datei: xxx,Datei,Das ist ein Beispiel,The user with id 7MZMO created xxx.,web,247.247.166.211,2.8
"28. April 2023, 02:59:00",11RP4P,-,Datei: xxx,Datei,Das ist ein Beispiel,The user with id 11RP4P updated xxx.,web,60.84.143.218,2.9
"28. April 2023, 06:18:00",4Z0MB,-,Datei: xxx,Datei,Das ist ein Beispiel,The user with id 4Z0MB updated xxx.,web,200.131.31.148,3.4
"28. April 2023, 06:31:00",15R24X,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 15R24X updated xxx.,web,156.57.138.4,2.8
"28. April 2023, 06:34:00",25NEFW,-,Link/URL: xxx,Link/URL,Test Satz erfolgreich,The user with id 25NEFW created xxx.,web,22.252.23.174,1.5
"28. April 2023, 08:07:00",24SGPA,-,Forum: xxx,Logdaten,Das ist ein Beispiel,The user with id 24SGPA created xxx.,web,146.253.0.191,2.8
"28. April 2023, 09:47:00",25NEFW,-,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 25NEFW created xxx.,web,22.252.23.174,1.2
"28. April 2023, 12:36:00",27KA9H,-,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 27KA9H updated xxx.,web,43.115.46.129,1.9
"28. April 2023, 14:25:00",73D0B,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 73D0B updated xxx.,web,161.106.110.223,2.1
"28. April 2023, 14:31:00",26CC63,-,Datei: xxx,Datei,Das ist ein Beispiel,The user with id 26CC63 viewed the course with id 23946.,web,176.170.1.63,2.3
"28. April 2023, 15:12:00",26CC63,-,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 26CC63 created xxx.,ws,136.175.84.91,1.7
"28. April 2023, 15:40:00",49DWY,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 49DWY viewed the course with id 23946.,web,217.217.223.243,1.9
"28. April 2023, 15:50:00",297DRA,-,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 297DRA created xxx.,web,75.104.45.32,2.7
"28. April 2023, 18:01:00",73D0B,2160DU,Datei: xxx,Datei,Ein weiterer Satz,The user with id 73D0B created xxx.,web,161.106.110.223,2.4
"28. April 2023, 18:22:00",13ESGP,-,Aufgabe: Lösungen,Logdaten,Das ist ein Beispiel,The user with id 13ESGP created xxx.,web,193.223.231.64,2.7
"28. April 2023, 21:48:00",25NEFW,-,Aufgabe: Lösungen,Logdaten,Das ist ein Beispiel,The user with id 25NEFW updated xxx.,web,22.252.23.174,1.4
"28. April 2023, 23:08:00",8IVCK,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 8IVCK viewed the course with id 23946.,web,229.215.239.183,3.0
"28. April 2023, 23:24:00",24SGPA,-,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 24SGPA viewed the course with id 23946.,web,146.253.0.191,2.8
"28. April 2023, 23:59:00",26CC63,-,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 26CC63 viewed the course with id 23946.,web,176.170.1.63,2.4
"29. April 2023, 02:34:00",7MZMO,14LQJV,Kurs: Statistik,System,Ein weiterer Satz,The user with id 7MZMO viewed the course with id 23946.,web,247.247.166.211,3.3
"29. April 2023, 04:10:00",372V0,-,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 372V0 viewed the course with id 23946.,ws,91.255.62.21,2.4
"29. April 2023, 04:24:00",13ESGP,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 13ESGP created xxx.,web,193.223.231.64,2.7
"29. April 2023, 04:26:00",1W3IK,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 1W3IK updated xxx.,ws,81.187.49.201,3.3
"29. April 2023, 04:30:00",297DRA,-,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 297DRA updated xxx.,web,75.104.45.32,2.6
"29. April 2023, 04:45:00",260143,-,Link/URL: xxx,Link/URL,Das ist ein Beispiel,The user with id 260143 updated xxx.,web,190.29.202.49,2.7
"29. April 2023, 07:04:00",73D0B,-,Forum: xxx,Logdaten,Test Satz erfolgreich,The user with id 73D0B viewed the course with id 23946.,web,161.106.110.223,1.8
"29. April 2023, 08:17:00",24D0AN,-,Forum: xxx,Logdaten,Das ist ein Beispiel,The user with id 24D0AN created xxx.,ws,104.164.172.237,3.7
"29. April 2023, 08:18:00",297DRA,-,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 297DRA created xxx.,cli,75.104.45.32,3.4
"29. April 2023, 09:32:00",4Z0MB,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 4Z0MB created xxx.,web,200.131.31.148,2.9
"29. April 2023, 11:34:00",49DWY,-,Forum: xxx,Logdaten,Test Satz erfolgreich,The user with id 49DWY viewed the course with id 23946.,web,217.217.223.243,2.3
"29. April 2023, 14:43:00",25NEFW,-,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 25NEFW updated xxx.,web,22.252.23.174,1.2
"29. April 2023, 15:07:00",25NEFW,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 25NEFW created xxx.,web,22.252.23.174,1.5
"29. April 2023, 20:39:00",1W3IK,-,Link/URL: xxx,Link/URL,Das ist ein Beispiel,The user with id 1W3IK created xxx.,web,121.222.7.20,2.9
"29. April 2023, 20:57:00",11RP4P,-,Aufgabe: Lösungen,Logdaten,Test Satz erfolgreich,The user with id 11RP4P viewed the course with id 23946.,web,60.84.143.218,3.3
"29. April 2023, 22:53:00",26CC63,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 26CC63 updated xxx.,web,176.170.1.63,1.9
"30. April 2023, 00:54:00",49DWY,-,Link/URL: xxx,Link/URL,Das ist ein Beispiel,The user with id 49DWY updated xxx.,web,217.217.223.243,2.3
"30. April 2023, 02:20:00",260143,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 260143 updated xxx.,web,190.29.202.49,3.3
"30. April 2023, 03:21:00",260143,-,Link/URL: xxx,Link/URL,Das ist ein Beispiel,The user with id 260143 viewed the course with id 23946.,cli,190.29.202.49,3.4
"30. April 2023, 03:38:00",27KA9H,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 27KA9H viewed the course with id 23946.,web,43.115.46.129,1.9
"30. April 2023, 11:27:00",260143,-,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 260143 created xxx.,web,190.29.202.49,3.4
"30. April 2023, 12:29:00",19I42S,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 19I42S updated xxx.,web,243.22.106.4,3.3
"30. April 2023, 13:56:00",8IVCK,-,Link/URL: xxx,Link/URL,Test Satz erfolgreich,The user with id 8IVCK updated xxx.,web,229.215.239.183,3.2
"30. April 2023, 14:37:00",8IVCK,-,Link/URL: xxx,Link/URL,Test Satz erfolgreich,The user with id 8IVCK updated xxx.,web,229.215.239.183,2.9
"30. April 2023, 15:33:00",19WM89,-,Datei: xxx,Datei,Das ist ein Beispiel,The user with id 19WM89 created xxx.,web,179.0.54.180,3.4
"30. April 2023, 15:54:00",73D0B,-,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 73D0B updated xxx.,ws,39.80.178.108,1.6
"30. April 2023, 16:16:00",26O0KW,-,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 26O0KW viewed the course with id 23946.,web,65.136.205.127,2.8
"30. April 2023, 16:23:00",13ESGP,-,Link/URL: xxx,Link/URL,Das ist ein Beispiel,The user with id 13ESGP created xxx.,web,193.223.231.64,3.5
"30. April 2023, 16:38:00",20GB9S,-,Link/URL: xxx,Link/URL,Das ist ein Beispiel,The user with id 20GB9S updated xxx.,web,152.124.142.94,2.3
"30. April 2023, 18:02:00",25NEFW,-,Abstimmung: xxx,Logdaten,Das ist ein Beispiel,The user with id 25NEFW viewed the course with id 23946.,web,22.252.23.174,1.2
"30. April 2023, 18:31:00",5802T,-,Aufgabe: Lösungen,Logdaten,Test Satz erfolgreich,The user with id 5802T created xxx.,web,16.153.61.76,1.6
"30. April 2023, 20:21:00",7MZMO,-,Link/URL: xxx,Link/URL,Das ist ein Beispiel,The user with id 7MZMO created xxx.,web,247.247.166.211,3.0
"30. April 2023, 20:25:00",5802T,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 5802T viewed the course with id 23946.,web,16.153.61.76,2.1
"30. April 2023, 22:45:00",25NEFW,-,Forum: xxx,Logdaten,Das ist ein Beispiel,The user with id 25NEFW viewed the course with id 23946.,web,22.252.23.174,1.2
"30. April 2023, 23:46:00",49DWY,-,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 49DWY viewed the course with id 23946.,web,217.217.223.243,1.9
"30. April 2023, 23:48:00",73D0B,-,Forum: xxx,Logdaten,Test Satz erfolgreich,The user with id 73D0B created xxx.,web,161.106.110.223,2.1
"30. April 2023, 23:52:00",2OAJI,-,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 2OAJI viewed the course with id 23946.,web,179.49.49.55,1.0
